ensembl_id,gene_symbol,entrez_id,refseq_id
ENSGunknown_RP11-2C24_3,RP11-2C24.3,nan,nan
ENSGunknown_RP11-2C24_7,RP11-2C24.7,nan,nan
ENSGunknown_RP11-2C24_9,RP11-2C24.9,nan,nan
ENSGunknown_RP11-2E11_6,RP11-2E11.6,nan,nan
ENSGunknown_RP11-2E17_1,RP11-2E17.1,nan,nan
ENSGunknown_RP11-2H3_7,RP11-2H3.7,nan,nan
ENSGunknown_RP11-2H8_2,RP11-2H8.2,nan,nan
ENSGunknown_RP11-2H8_4,RP11-2H8.4,nan,nan
ENSGunknown_RP11-2N1_3,RP11-2N1.3,nan,nan
ENSGunknown_RP11-301L8_2,RP11-301L8.2,nan,nan
ENSGunknown_RP11-301O19_1,RP11-301O19.1,nan,nan
ENSGunknown_RP11-302L19_3,RP11-302L19.3,nan,nan
ENSGunknown_RP11-303E16_10,RP11-303E16.10,nan,nan
ENSGunknown_RP11-303E16_2,RP11-303E16.2,nan,nan
ENSGunknown_RP11-303E16_6,RP11-303E16.6,nan,nan
ENSGunknown_RP11-303E16_7,RP11-303E16.7,nan,nan
ENSGunknown_RP11-303E16_9,RP11-303E16.9,nan,nan
ENSGunknown_RP11-304L19_11,RP11-304L19.11,nan,nan
ENSGunknown_RP11-304L19_13,RP11-304L19.13,nan,nan
ENSGunknown_RP11-304L19_5,RP11-304L19.5,nan,nan
ENSGunknown_RP11-304M2_5,RP11-304M2.5,nan,nan
ENSGunknown_RP11-305D15_8,RP11-305D15.8,nan,nan
ENSGunknown_RP11-305E17_6,RP11-305E17.6,nan,nan
ENSGunknown_RP11-305F18_1,RP11-305F18.1,nan,nan
ENSGunknown_RP11-305K5_1,RP11-305K5.1,nan,nan
ENSGunknown_RP11-305L7_3,RP11-305L7.3,nan,nan
ENSGunknown_RP11-305L7_5,RP11-305L7.5,nan,nan
ENSGunknown_RP11-305L7_7,RP11-305L7.7,nan,nan
ENSGunknown_RP11-305O4_3,RP11-305O4.3,nan,nan
ENSGunknown_RP11-305O6_4,RP11-305O6.4,nan,nan
ENSGunknown_RP11-306I1_2,RP11-306I1.2,nan,nan
ENSGunknown_RP11-306O13_1,RP11-306O13.1,nan,nan
ENSGunknown_RP11-307B6_3,RP11-307B6.3,nan,nan
ENSGunknown_RP11-307C12_13,RP11-307C12.13,nan,nan
ENSGunknown_RP11-307C18_1,RP11-307C18.1,nan,nan
ENSGunknown_RP11-307C19_2,RP11-307C19.2,nan,nan
ENSGunknown_RP11-307E17_11,RP11-307E17.11,nan,nan
ENSGunknown_RP11-307E17_8,RP11-307E17.8,nan,nan
ENSGunknown_RP11-307L14_1,RP11-307L14.1,nan,nan
ENSGunknown_RP11-307L14_2,RP11-307L14.2,nan,nan
ENSGunknown_RP11-307P5_1,RP11-307P5.1,nan,nan
ENSGunknown_RP11-308N19_1,RP11-308N19.1,nan,nan
ENSGunknown_RP11-309L24_10,RP11-309L24.10,nan,nan
ENSGunknown_RP11-309N17_4,RP11-309N17.4,nan,nan
ENSGunknown_RP11-30J20_1,RP11-30J20.1,nan,nan
ENSGunknown_RP11-30L15_6,RP11-30L15.6,nan,nan
ENSGunknown_RP11-30P6_6,RP11-30P6.6,nan,nan
ENSGunknown_RP11-310N16_1,RP11-310N16.1,nan,nan
ENSGunknown_RP11-312B8_1,RP11-312B8.1,nan,nan
ENSGunknown_RP11-313P22_1,RP11-313P22.1,nan,nan
ENSGunknown_RP11-314B1_2,RP11-314B1.2,nan,nan
ENSGunknown_RP11-314N13_10,RP11-314N13.10,nan,nan
ENSGunknown_RP11-315D16_4,RP11-315D16.4,nan,nan
ENSGunknown_RP11-316M1_3,RP11-316M1.3,nan,nan
ENSGunknown_RP11-317B17_4,RP11-317B17.4,nan,nan
ENSGunknown_RP11-317F20_3,RP11-317F20.3,nan,nan
ENSGunknown_RP11-317G6_1,RP11-317G6.1,nan,nan
ENSGunknown_RP11-317J10_2,RP11-317J10.2,nan,nan
ENSGunknown_RP11-317J9_1,RP11-317J9.1,nan,nan
ENSGunknown_RP11-317N12_1,RP11-317N12.1,nan,nan
ENSGunknown_RP11-317N8_5,RP11-317N8.5,nan,nan
ENSGunknown_RP11-317P15_4,RP11-317P15.4,nan,nan
ENSGunknown_RP11-318A15_8,RP11-318A15.8,nan,nan
ENSGunknown_RP11-318C2_1,RP11-318C2.1,nan,nan
ENSGunknown_RP11-318E3_9,RP11-318E3.9,nan,nan
ENSGunknown_RP11-318M2_3,RP11-318M2.3,nan,nan
ENSGunknown_RP11-319G9_1,RP11-319G9.1,nan,nan
ENSGunknown_RP11-31F15_1,RP11-31F15.1,nan,nan
ENSGunknown_RP11-31H5_3,RP11-31H5.3,nan,nan
ENSGunknown_RP11-320G10_1,RP11-320G10.1,nan,nan
ENSGunknown_RP11-320N21_1,RP11-320N21.1,nan,nan
ENSGunknown_RP11-320N21_2,RP11-320N21.2,nan,nan
ENSGunknown_RP11-321A17_6,RP11-321A17.6,nan,nan
ENSGunknown_RP11-321C24_4,RP11-321C24.4,nan,nan
ENSGunknown_RP11-321E2_3,RP11-321E2.3,nan,nan
ENSGunknown_RP11-321F6_2,RP11-321F6.2,nan,nan
ENSGunknown_RP11-322E11_2,RP11-322E11.2,nan,nan
ENSGunknown_RP11-322E11_5,RP11-322E11.5,nan,nan
ENSGunknown_RP11-323F24_3,RP11-323F24.3,nan,nan
ENSGunknown_RP11-323I15_5,RP11-323I15.5,nan,nan
ENSGunknown_RP11-323J4_1,RP11-323J4.1,nan,nan
ENSGunknown_RP11-323N12_5,RP11-323N12.5,nan,nan
ENSGunknown_RP11-323P17_2,RP11-323P17.2,nan,nan
ENSGunknown_RP11-324E6_10,RP11-324E6.10,nan,nan
ENSGunknown_RP11-324E6_6,RP11-324E6.6,nan,nan
ENSGunknown_RP11-324I22_3,RP11-324I22.3,nan,nan
ENSGunknown_RP11-324O2_3,RP11-324O2.3,nan,nan
ENSGunknown_RP11-325F22_2,RP11-325F22.2,nan,nan
ENSGunknown_RP11-325I22_3,RP11-325I22.3,nan,nan
ENSGunknown_RP11-325L12_6,RP11-325L12.6,nan,nan
ENSGunknown_RP11-325L12_7,RP11-325L12.7,nan,nan
ENSGunknown_RP11-325L7_1,RP11-325L7.1,nan,nan
ENSGunknown_RP11-326A13_2,RP11-326A13.2,nan,nan
ENSGunknown_RP11-326C3_10,RP11-326C3.10,nan,nan
ENSGunknown_RP11-326C3_11,RP11-326C3.11,nan,nan
ENSGunknown_RP11-326C3_12,RP11-326C3.12,nan,nan
ENSGunknown_RP11-326C3_15,RP11-326C3.15,nan,nan
ENSGunknown_RP11-326C3_2,RP11-326C3.2,nan,nan
ENSGunknown_RP11-326C3_7,RP11-326C3.7,nan,nan
ENSGunknown_RP11-326I11_4,RP11-326I11.4,nan,nan
ENSGunknown_RP11-326I19_2,RP11-326I19.2,nan,nan
ENSGunknown_RP11-326K13_5,RP11-326K13.5,nan,nan
ENSGunknown_RP11-326N17_2,RP11-326N17.2,nan,nan
ENSGunknown_RP11-327E2_5,RP11-327E2.5,nan,nan
ENSGunknown_RP11-327F22_2,RP11-327F22.2,nan,nan
ENSGunknown_RP11-327F22_4,RP11-327F22.4,nan,nan
ENSGunknown_RP11-327J17_7,RP11-327J17.7,nan,nan
ENSGunknown_RP11-327J17_9,RP11-327J17.9,nan,nan
ENSGunknown_RP11-327L9_1,RP11-327L9.1,nan,nan
ENSGunknown_RP11-327O17_2,RP11-327O17.2,nan,nan
ENSGunknown_RP11-327P2_5,RP11-327P2.5,nan,nan
ENSGunknown_RP11-327P2_7,RP11-327P2.7,nan,nan
ENSGunknown_RP11-328C8_4,RP11-328C8.4,nan,nan
ENSGunknown_RP11-328D5_4,RP11-328D5.4,nan,nan
ENSGunknown_RP11-328M4_2,RP11-328M4.2,nan,nan
ENSGunknown_RP11-328P23_4,RP11-328P23.4,nan,nan
ENSGunknown_RP11-329B9_1,RP11-329B9.1,nan,nan
ENSGunknown_RP11-329B9_3,RP11-329B9.3,nan,nan
ENSGunknown_RP11-329B9_5,RP11-329B9.5,nan,nan
ENSGunknown_RP11-329J18_3,RP11-329J18.3,nan,nan
ENSGunknown_RP11-329N15_3,RP11-329N15.3,nan,nan
ENSGunknown_RP11-32B5_7,RP11-32B5.7,nan,nan
ENSGunknown_RP11-32B5_8,RP11-32B5.8,nan,nan
ENSGunknown_RP11-330H6_6,RP11-330H6.6,nan,nan
ENSGunknown_RP11-331F4_5,RP11-331F4.5,nan,nan
ENSGunknown_RP11-331F9_4,RP11-331F9.4,nan,nan
ENSGunknown_RP11-332H18_4,RP11-332H18.4,nan,nan
ENSGunknown_RP11-332M2_1,RP11-332M2.1,nan,nan
ENSGunknown_RP11-333B11_1,RP11-333B11.1,nan,nan
ENSGunknown_RP11-333E1_2,RP11-333E1.2,nan,nan
ENSGunknown_RP11-333O1_1,RP11-333O1.1,nan,nan
ENSGunknown_RP11-334A14_5,RP11-334A14.5,nan,nan
ENSGunknown_RP11-334A14_8,RP11-334A14.8,nan,nan
ENSGunknown_RP11-334C17_3,RP11-334C17.3,nan,nan
ENSGunknown_RP11-334C17_5,RP11-334C17.5,nan,nan
ENSGunknown_RP11-334C17_6,RP11-334C17.6,nan,nan
ENSGunknown_RP11-334G22_1,RP11-334G22.1,nan,nan
ENSGunknown_RP11-334J6_6,RP11-334J6.6,nan,nan
ENSGunknown_RP11-334J6_7,RP11-334J6.7,nan,nan
ENSGunknown_RP11-335L23_5,RP11-335L23.5,nan,nan
ENSGunknown_RP11-335O4_3,RP11-335O4.3,nan,nan
ENSGunknown_RP11-336A10_2,RP11-336A10.2,nan,nan
ENSGunknown_RP11-337N6_1,RP11-337N6.1,nan,nan
ENSGunknown_RP11-337N6_3,RP11-337N6.3,nan,nan
ENSGunknown_RP11-338C15_5,RP11-338C15.5,nan,nan
ENSGunknown_RP11-338E21_3,RP11-338E21.3,nan,nan
ENSGunknown_RP11-338I21_1,RP11-338I21.1,nan,nan
ENSGunknown_RP11-338K17_6,RP11-338K17.6,nan,nan
ENSGunknown_RP11-338N10_2,RP11-338N10.2,nan,nan
ENSGunknown_RP11-338N10_3,RP11-338N10.3,nan,nan
ENSGunknown_RP11-339B21_10,RP11-339B21.10,nan,nan
ENSGunknown_RP11-33B1_4,RP11-33B1.4,nan,nan
ENSGunknown_RP11-33E12_2,RP11-33E12.2,nan,nan
ENSGunknown_RP11-33H15_1,RP11-33H15.1,nan,nan
ENSGunknown_RP11-33N14_3,RP11-33N14.3,nan,nan
ENSGunknown_RP11-33N14_5,RP11-33N14.5,nan,nan
ENSGunknown_RP11-33O4_2,RP11-33O4.2,nan,nan
ENSGunknown_RP11-340F14_6,RP11-340F14.6,nan,nan
ENSGunknown_RP11-341D18_8,RP11-341D18.8,nan,nan
ENSGunknown_RP11-341G23_4,RP11-341G23.4,nan,nan
ENSGunknown_RP11-341N2_1,RP11-341N2.1,nan,nan
ENSGunknown_RP11-342I1_2,RP11-342I1.2,nan,nan
ENSGunknown_RP11-342K2_1,RP11-342K2.1,nan,nan
ENSGunknown_RP11-342K6_4,RP11-342K6.4,nan,nan
ENSGunknown_RP11-342M1_3,RP11-342M1.3,nan,nan
ENSGunknown_RP11-343L5_2,RP11-343L5.2,nan,nan
ENSGunknown_RP11-344A16_2,RP11-344A16.2,nan,nan
ENSGunknown_RP11-344B5_4,RP11-344B5.4,nan,nan
ENSGunknown_RP11-344E13_3,RP11-344E13.3,nan,nan
ENSGunknown_RP11-344F13_1,RP11-344F13.1,nan,nan
ENSGunknown_RP11-344N10_5,RP11-344N10.5,nan,nan
ENSGunknown_RP11-345J18_2,RP11-345J18.2,nan,nan
ENSGunknown_RP11-345K9_3,RP11-345K9.3,nan,nan
ENSGunknown_RP11-345M22_2,RP11-345M22.2,nan,nan
ENSGunknown_RP11-345P4_10,RP11-345P4.10,nan,nan
ENSGunknown_RP11-345P4_9,RP11-345P4.9,nan,nan
ENSGunknown_RP11-346C20_3,RP11-346C20.3,nan,nan
ENSGunknown_RP11-346C4_3,RP11-346C4.3,nan,nan
ENSGunknown_RP11-346D14_1,RP11-346D14.1,nan,nan
ENSGunknown_RP11-346I3_4,RP11-346I3.4,nan,nan
ENSGunknown_RP11-347C12_11,RP11-347C12.11,nan,nan
ENSGunknown_RP11-347C12_12,RP11-347C12.12,nan,nan
ENSGunknown_RP11-347C18_5,RP11-347C18.5,nan,nan
ENSGunknown_RP11-347I19_7,RP11-347I19.7,nan,nan
ENSGunknown_RP11-347P5_1,RP11-347P5.1,nan,nan
ENSGunknown_RP11-348N5_7,RP11-348N5.7,nan,nan
ENSGunknown_RP11-348N5_9,RP11-348N5.9,nan,nan
ENSGunknown_RP11-348P10_2,RP11-348P10.2,nan,nan
ENSGunknown_RP11-349A22_5,RP11-349A22.5,nan,nan
ENSGunknown_RP11-349H17_2,RP11-349H17.2,nan,nan
ENSGunknown_RP11-34F20_7,RP11-34F20.7,nan,nan
ENSGunknown_RP11-34P13_18,RP11-34P13.18,nan,nan
ENSGunknown_RP11-34P13_8,RP11-34P13.8,nan,nan
ENSGunknown_RP11-350G8_5,RP11-350G8.5,nan,nan
ENSGunknown_RP11-350G8_9,RP11-350G8.9,nan,nan
ENSGunknown_RP11-350J20_12,RP11-350J20.12,nan,nan
ENSGunknown_RP11-350J20_13,RP11-350J20.13,nan,nan
ENSGunknown_RP11-350J20_5,RP11-350J20.5,nan,nan
ENSGunknown_RP11-350N15_5,RP11-350N15.5,nan,nan
ENSGunknown_RP11-350N15_6,RP11-350N15.6,nan,nan
ENSGunknown_RP11-351C21_2,RP11-351C21.2,nan,nan
ENSGunknown_RP11-351I21_11,RP11-351I21.11,nan,nan
ENSGunknown_RP11-351M16_4,RP11-351M16.4,nan,nan
ENSGunknown_RP11-352G18_2,RP11-352G18.2,nan,nan
ENSGunknown_RP11-352M15_2,RP11-352M15.2,nan,nan
ENSGunknown_RP11-353K11_1,RP11-353K11.1,nan,nan
ENSGunknown_RP11-354E23_3,RP11-354E23.3,nan,nan
ENSGunknown_RP11-354E23_4,RP11-354E23.4,nan,nan
ENSGunknown_RP11-354P11_3,RP11-354P11.3,nan,nan
ENSGunknown_RP11-354P11_4,RP11-354P11.4,nan,nan
ENSGunknown_RP11-355E10_1,RP11-355E10.1,nan,nan
ENSGunknown_RP11-355F16_1,RP11-355F16.1,nan,nan
ENSGunknown_RP11-356C4_3,RP11-356C4.3,nan,nan
ENSGunknown_RP11-356C4_5,RP11-356C4.5,nan,nan
ENSGunknown_RP11-356I2_1,RP11-356I2.1,nan,nan
ENSGunknown_RP11-356J5_13,RP11-356J5.13,nan,nan
ENSGunknown_RP11-356K23_1,RP11-356K23.1,nan,nan
ENSGunknown_RP11-356K23_2,RP11-356K23.2,nan,nan
ENSGunknown_RP11-356O9_1,RP11-356O9.1,nan,nan
ENSGunknown_RP11-357H14_16,RP11-357H14.16,nan,nan
ENSGunknown_RP11-357H14_17,RP11-357H14.17,nan,nan
ENSGunknown_RP11-357N13_3,RP11-357N13.3,nan,nan
ENSGunknown_RP11-357N13_6,RP11-357N13.6,nan,nan
ENSGunknown_RP11-357P18_2,RP11-357P18.2,nan,nan
ENSGunknown_RP11-358B23_5,RP11-358B23.5,nan,nan
ENSGunknown_RP11-358B23_6,RP11-358B23.6,nan,nan
ENSGunknown_RP11-358B23_7,RP11-358B23.7,nan,nan
ENSGunknown_RP11-358D17_2,RP11-358D17.2,nan,nan
ENSGunknown_RP11-358L22_3,RP11-358L22.3,nan,nan
ENSGunknown_RP11-358N2_2,RP11-358N2.2,nan,nan
ENSGunknown_RP11-359B12_2,RP11-359B12.2,nan,nan
ENSGunknown_RP11-359E10_1,RP11-359E10.1,nan,nan
ENSGunknown_RP11-359E3_4,RP11-359E3.4,nan,nan
ENSGunknown_RP11-359G22_4,RP11-359G22.4,nan,nan
ENSGunknown_RP11-359I18_5,RP11-359I18.5,nan,nan
ENSGunknown_RP11-359K18_3,RP11-359K18.3,nan,nan
ENSGunknown_RP11-35G9_5,RP11-35G9.5,nan,nan
ENSGunknown_RP11-35J10_7,RP11-35J10.7,nan,nan
ENSGunknown_RP11-35J1_2,RP11-35J1.2,nan,nan
ENSGunknown_RP11-35O15_2,RP11-35O15.2,nan,nan
ENSGunknown_RP11-360F5_3,RP11-360F5.3,nan,nan
ENSGunknown_RP11-360I2_1,RP11-360I2.1,nan,nan
ENSGunknown_RP11-360L9_4,RP11-360L9.4,nan,nan
ENSGunknown_RP11-360L9_7,RP11-360L9.7,nan,nan
ENSGunknown_RP11-360N9_2,RP11-360N9.2,nan,nan
ENSGunknown_RP11-360N9_3,RP11-360N9.3,nan,nan
ENSGunknown_RP11-361D15_2,RP11-361D15.2,nan,nan
ENSGunknown_RP11-361H10_5,RP11-361H10.5,nan,nan
ENSGunknown_RP11-361L15_3,RP11-361L15.3,nan,nan
ENSGunknown_RP11-361L15_5,RP11-361L15.5,nan,nan
ENSGunknown_RP11-362A1_1,RP11-362A1.1,nan,nan
ENSGunknown_RP11-362A9_3,RP11-362A9.3,nan,nan
ENSGunknown_RP11-362F19_1,RP11-362F19.1,nan,nan
ENSGunknown_RP11-362F19_3,RP11-362F19.3,nan,nan
ENSGunknown_RP11-362J17_1,RP11-362J17.1,nan,nan
ENSGunknown_RP11-362K14_5,RP11-362K14.5,nan,nan
ENSGunknown_RP11-362K14_6,RP11-362K14.6,nan,nan
ENSGunknown_RP11-362K14_7,RP11-362K14.7,nan,nan
ENSGunknown_RP11-363E6_3,RP11-363E6.3,nan,nan
ENSGunknown_RP11-363E6_4,RP11-363E6.4,nan,nan
ENSGunknown_RP11-363J20_1,RP11-363J20.1,nan,nan
ENSGunknown_RP11-363J20_2,RP11-363J20.2,nan,nan
ENSGunknown_RP11-363K21_1,RP11-363K21.1,nan,nan
ENSGunknown_RP11-363N22_3,RP11-363N22.3,nan,nan
ENSGunknown_RP11-365H22_2,RP11-365H22.2,nan,nan
ENSGunknown_RP11-365P13_5,RP11-365P13.5,nan,nan
ENSGunknown_RP11-366L5_1,RP11-366L5.1,nan,nan
ENSGunknown_RP11-366M4_19,RP11-366M4.19,nan,nan
ENSGunknown_RP11-367G18_1,RP11-367G18.1,nan,nan
ENSGunknown_RP11-367H1_1,RP11-367H1.1,nan,nan
ENSGunknown_RP11-367J11_3,RP11-367J11.3,nan,nan
ENSGunknown_RP11-367N14_2,RP11-367N14.2,nan,nan
ENSGunknown_RP11-367N14_3,RP11-367N14.3,nan,nan
ENSGunknown_RP11-368I7_6,RP11-368I7.6,nan,nan
ENSGunknown_RP11-368N21_5,RP11-368N21.5,nan,nan
ENSGunknown_RP11-369J9_1,RP11-369J9.1,nan,nan
ENSGunknown_RP11-36B15_1,RP11-36B15.1,nan,nan
ENSGunknown_RP11-370I10_10,RP11-370I10.10,nan,nan
ENSGunknown_RP11-370I10_11,RP11-370I10.11,nan,nan
ENSGunknown_RP11-370I10_12,RP11-370I10.12,nan,nan
ENSGunknown_RP11-370I10_6,RP11-370I10.6,nan,nan
ENSGunknown_RP11-371A22_1,RP11-371A22.1,nan,nan
ENSGunknown_RP11-371I1_2,RP11-371I1.2,nan,nan
ENSGunknown_RP11-371I20_2,RP11-371I20.2,nan,nan
ENSGunknown_RP11-372B4_3,RP11-372B4.3,nan,nan
ENSGunknown_RP11-372E1_6,RP11-372E1.6,nan,nan
ENSGunknown_RP11-372K14_2,RP11-372K14.2,nan,nan
ENSGunknown_RP11-373D23_3,RP11-373D23.3,nan,nan
ENSGunknown_RP11-374A4_1,RP11-374A4.1,nan,nan
ENSGunknown_RP11-374M1_5,RP11-374M1.5,nan,nan
ENSGunknown_RP11-375B1_3,RP11-375B1.3,nan,nan
ENSGunknown_RP11-375N15_2,RP11-375N15.2,nan,nan
ENSGunknown_RP11-377D9_3,RP11-377D9.3,nan,nan
ENSGunknown_RP11-378J18_8,RP11-378J18.8,nan,nan
ENSGunknown_RP11-378J18_9,RP11-378J18.9,nan,nan
ENSGunknown_RP11-379F4_4,RP11-379F4.4,nan,nan
ENSGunknown_RP11-379F4_9,RP11-379F4.9,nan,nan
ENSGunknown_RP11-379L18_3,RP11-379L18.3,nan,nan
ENSGunknown_RP11-37C7_3,RP11-37C7.3,nan,nan
ENSGunknown_RP11-380B4_3,RP11-380B4.3,nan,nan
ENSGunknown_RP11-380N8_7,RP11-380N8.7,nan,nan
ENSGunknown_RP11-380O24_1,RP11-380O24.1,nan,nan
ENSGunknown_RP11-381E24_4,RP11-381E24.4,nan,nan
ENSGunknown_RP11-381K20_2,RP11-381K20.2,nan,nan
ENSGunknown_RP11-382A20_3,RP11-382A20.3,nan,nan
ENSGunknown_RP11-382A20_4,RP11-382A20.4,nan,nan
ENSGunknown_RP11-382B18_1,RP11-382B18.1,nan,nan
ENSGunknown_RP11-382D12_2,RP11-382D12.2,nan,nan
ENSGunknown_RP11-383B4_4,RP11-383B4.4,nan,nan
ENSGunknown_RP11-383I23_2,RP11-383I23.2,nan,nan
ENSGunknown_RP11-383J24_1,RP11-383J24.1,nan,nan
ENSGunknown_RP11-384C4_7,RP11-384C4.7,nan,nan
ENSGunknown_RP11-384F7_2,RP11-384F7.2,nan,nan
ENSGunknown_RP11-384G23_1,RP11-384G23.1,nan,nan
ENSGunknown_RP11-384K6_8,RP11-384K6.8,nan,nan
ENSGunknown_RP11-384P7_7,RP11-384P7.7,nan,nan
ENSGunknown_RP11-385F5_4,RP11-385F5.4,nan,nan
ENSGunknown_RP11-385F5_5,RP11-385F5.5,nan,nan
ENSGunknown_RP11-385H1_1,RP11-385H1.1,nan,nan
ENSGunknown_RP11-385J1_2,RP11-385J1.2,nan,nan
ENSGunknown_RP11-385J1_3,RP11-385J1.3,nan,nan
ENSGunknown_RP11-386G11_10,RP11-386G11.10,nan,nan
ENSGunknown_RP11-386G11_5,RP11-386G11.5,nan,nan
ENSGunknown_RP11-386I14_4,RP11-386I14.4,nan,nan
ENSGunknown_RP11-386I8_4,RP11-386I8.4,nan,nan
ENSGunknown_RP11-386J22_3,RP11-386J22.3,nan,nan
ENSGunknown_RP11-387D10_2,RP11-387D10.2,nan,nan
ENSGunknown_RP11-387D10_4,RP11-387D10.4,nan,nan
ENSGunknown_RP11-387H17_4,RP11-387H17.4,nan,nan
ENSGunknown_RP11-388M20_1,RP11-388M20.1,nan,nan
ENSGunknown_RP11-388P9_2,RP11-388P9.2,nan,nan
ENSGunknown_RP11-388P9_3,RP11-388P9.3,nan,nan
ENSGunknown_RP11-389G6_3,RP11-389G6.3,nan,nan
ENSGunknown_RP11-389G6_4,RP11-389G6.4,nan,nan
ENSGunknown_RP11-389G6_5,RP11-389G6.5,nan,nan
ENSGunknown_RP11-38C17_1,RP11-38C17.1,nan,nan
ENSGunknown_RP11-390F4_3,RP11-390F4.3,nan,nan
ENSGunknown_RP11-390F4_6,RP11-390F4.6,nan,nan
ENSGunknown_RP11-390K5_3,RP11-390K5.3,nan,nan
ENSGunknown_RP11-390P24_1,RP11-390P24.1,nan,nan
ENSGunknown_RP11-390P2_4,RP11-390P2.4,nan,nan
ENSGunknown_RP11-391A7_1,RP11-391A7.1,nan,nan
ENSGunknown_RP11-391H12_8,RP11-391H12.8,nan,nan
ENSGunknown_RP11-391L3_3,RP11-391L3.3,nan,nan
ENSGunknown_RP11-391L3_4,RP11-391L3.4,nan,nan
ENSGunknown_RP11-392A14_8,RP11-392A14.8,nan,nan
ENSGunknown_RP11-392O17_2,RP11-392O17.2,nan,nan
ENSGunknown_RP11-392P7_6,RP11-392P7.6,nan,nan
ENSGunknown_RP11-393I2_4,RP11-393I2.4,nan,nan
ENSGunknown_RP11-393N21_2,RP11-393N21.2,nan,nan
ENSGunknown_RP11-394B2_1,RP11-394B2.1,nan,nan
ENSGunknown_RP11-394B2_3,RP11-394B2.3,nan,nan
ENSGunknown_RP11-394I13_1,RP11-394I13.1,nan,nan
ENSGunknown_RP11-394I13_3,RP11-394I13.3,nan,nan
ENSGunknown_RP11-394J1_2,RP11-394J1.2,nan,nan
ENSGunknown_RP11-394O2_3,RP11-394O2.3,nan,nan
ENSGunknown_RP11-394O4_3,RP11-394O4.3,nan,nan
ENSGunknown_RP11-394O4_5,RP11-394O4.5,nan,nan
ENSGunknown_RP11-395E19_6,RP11-395E19.6,nan,nan
ENSGunknown_RP11-395L14_18,RP11-395L14.18,nan,nan
ENSGunknown_RP11-395L14_4,RP11-395L14.4,nan,nan
ENSGunknown_RP11-395N3_2,RP11-395N3.2,nan,nan
ENSGunknown_RP11-395P17_3,RP11-395P17.3,nan,nan
ENSGunknown_RP11-396B14_2,RP11-396B14.2,nan,nan
ENSGunknown_RP11-396C23_2,RP11-396C23.2,nan,nan
ENSGunknown_RP11-397A16_1,RP11-397A16.1,nan,nan
ENSGunknown_RP11-398A8_5,RP11-398A8.5,nan,nan
ENSGunknown_RP11-398C13_8,RP11-398C13.8,nan,nan
ENSGunknown_RP11-398E10_1,RP11-398E10.1,nan,nan
ENSGunknown_RP11-398J10_2,RP11-398J10.2,nan,nan
ENSGunknown_RP11-399B17_1,RP11-399B17.1,nan,nan
ENSGunknown_RP11-399C16_3,RP11-399C16.3,nan,nan
ENSGunknown_RP11-399D6_2,RP11-399D6.2,nan,nan
ENSGunknown_RP11-399E6_1,RP11-399E6.1,nan,nan
ENSGunknown_RP11-399J13_2,RP11-399J13.2,nan,nan
ENSGunknown_RP11-399K21_12,RP11-399K21.12,nan,nan
ENSGunknown_RP11-399K21_13,RP11-399K21.13,nan,nan
ENSGunknown_RP11-399K21_14,RP11-399K21.14,nan,nan
ENSGunknown_RP11-39H3_2,RP11-39H3.2,nan,nan
ENSGunknown_RP11-3B12_1,RP11-3B12.1,nan,nan
ENSGunknown_RP11-3D4_2,RP11-3D4.2,nan,nan
ENSGunknown_RP11-3D4_3,RP11-3D4.3,nan,nan
ENSGunknown_RP11-3D4_4,RP11-3D4.4,nan,nan
ENSGunknown_RP11-3K24_3,RP11-3K24.3,nan,nan
ENSGunknown_RP11-3P17_4,RP11-3P17.4,nan,nan
ENSGunknown_RP11-400G3_5,RP11-400G3.5,nan,nan
ENSGunknown_RP11-400K9_1,RP11-400K9.1,nan,nan
ENSGunknown_RP11-400L8_2,RP11-400L8.2,nan,nan
ENSGunknown_RP11-400N9_1,RP11-400N9.1,nan,nan
ENSGunknown_RP11-401L13_4,RP11-401L13.4,nan,nan
ENSGunknown_RP11-401N16_2,RP11-401N16.2,nan,nan
ENSGunknown_RP11-401O9_3,RP11-401O9.3,nan,nan
ENSGunknown_RP11-401P9_5,RP11-401P9.5,nan,nan
ENSGunknown_RP11-401P9_6,RP11-401P9.6,nan,nan
ENSGunknown_RP11-401P9_7,RP11-401P9.7,nan,nan
ENSGunknown_RP11-402D21_2,RP11-402D21.2,nan,nan
ENSGunknown_RP11-402G3_3,RP11-402G3.3,nan,nan
ENSGunknown_RP11-402L1_4,RP11-402L1.4,nan,nan
ENSGunknown_RP11-403A21_2,RP11-403A21.2,nan,nan
ENSGunknown_RP11-403A3_1,RP11-403A3.1,nan,nan
ENSGunknown_RP11-403A3_2,RP11-403A3.2,nan,nan
ENSGunknown_RP11-403A3_3,RP11-403A3.3,nan,nan
ENSGunknown_RP11-403P17_3,RP11-403P17.3,nan,nan
ENSGunknown_RP11-403P17_4,RP11-403P17.4,nan,nan
ENSGunknown_RP11-403P17_6,RP11-403P17.6,nan,nan
ENSGunknown_RP11-404E16_1,RP11-404E16.1,nan,nan
ENSGunknown_RP11-404O13_1,RP11-404O13.1,nan,nan
ENSGunknown_RP11-404O13_5,RP11-404O13.5,nan,nan
ENSGunknown_RP11-405A12_2,RP11-405A12.2,nan,nan
ENSGunknown_RP11-405M12_3,RP11-405M12.3,nan,nan
ENSGunknown_RP11-405M12_4,RP11-405M12.4,nan,nan
